User_Type,Fabric_Length,Fabric_Width,Piece_Length,Piece_Width,Fabric_Type,GSM,Defect_Count,Marker_Efficiency,Layout_Type,Pieces_Along_Length,Pieces_Along_Width,Pieces_Possible,Waste_Percentage,Utilization_Percentage,Efficiency_Level
Tailor,6.67,67.3,0.51,18.43,Denim,186,10,92.57,Grid,13,3,36,19.27,80.73,Good
Factory,296.05,63.07,1.16,22.33,Silk,287,6,81.84,Grid,255,2,417,29.09,70.91,Moderate
Factory,267.15,50.44,0.56,28.58,Polyester,295,8,72.7,Staggered,477,1,346,38.0,62.0,Poor
Factory,316.88,41.9,0.75,16.01,Polyester,245,2,73.25,Staggered,422,2,618,31.56,68.44,Poor
Tailor,3.78,63.57,1.7,19.17,Polyester,217,0,86.47,Grid,2,3,5,18.97,81.03,Good
Tailor,2.66,66.88,1.15,24.48,Polyester,275,8,91.14,Staggered,2,2,3,19.79,80.21,Good
Tailor,5.24,60.72,1.55,28.26,Silk,218,3,89.08,Grid,3,2,5,17.29,82.71,Good
Tailor,4.6,47.78,0.92,23.49,Silk,252,6,83.35,Staggered,4,2,6,30.88,69.12,Poor
Tailor,3.0,57.91,1.65,17.38,Denim,228,0,85.26,Staggered,1,3,2,26.58,73.42,Moderate
Tailor,5.5,37.59,0.95,11.86,Silk,267,2,80.64,Staggered,5,3,12,25.73,74.27,Moderate
Factory,65.67,70.51,1.13,13.27,Cotton,219,1,78.66,Rotated,58,5,228,24.87,75.13,Moderate
Tailor,2.45,40.63,1.26,23.73,Cotton,224,10,94.0,Staggered,1,1,0,24.56,75.44,Moderate
Factory,166.39,58.83,1.41,26.05,Silk,228,5,89.53,Rotated,118,2,211,18.14,81.86,Good
Factory,100.25,42.44,1.14,25.19,Cotton,138,0,78.43,Rotated,87,1,68,27.29,72.71,Moderate
Factory,245.7,52.73,0.56,27.36,Silk,193,0,92.23,Rotated,438,1,403,15.08,84.92,Good
Factory,395.08,36.85,0.9,15.86,Silk,104,7,78.12,Rotated,438,2,684,29.33,70.67,Moderate
Tailor,5.78,50.26,0.76,20.7,Polyester,286,2,85.82,Staggered,7,2,12,20.96,79.04,Moderate
Factory,360.05,44.79,1.74,26.7,Silk,110,1,78.16,Grid,206,1,161,32.74,67.26,Poor
Tailor,4.44,71.29,0.62,28.55,Denim,208,6,70.56,Rotated,7,2,9,38.0,62.0,Poor
Tailor,8.53,51.6,0.67,13.83,Denim,177,9,82.85,Grid,12,3,29,28.86,71.14,Moderate
Factory,146.84,69.68,0.91,23.78,Polyester,170,8,86.79,Rotated,161,2,279,21.48,78.52,Moderate
Factory,172.71,50.66,0.53,18.29,Polyester,170,4,81.56,Rotated,325,2,530,25.96,74.04,Moderate
Tailor,7.38,43.96,1.42,24.56,Silk,250,6,85.87,Staggered,5,1,4,26.68,73.32,Moderate
Tailor,4.09,47.51,1.73,13.04,Silk,153,8,87.44,Rotated,2,3,5,27.72,72.28,Moderate
Tailor,6.68,56.21,1.02,14.15,Denim,177,4,88.77,Staggered,6,3,15,18.13,81.87,Good
Tailor,6.62,56.34,1.12,25.3,Denim,242,7,94.74,Staggered,5,2,9,17.0,83.0,Good
Tailor,1.87,43.86,1.99,21.41,Polyester,140,6,83.75,Staggered,0,2,0,32.17,67.83,Poor
Factory,193.73,49.07,0.66,27.7,Denim,228,8,83.31,Grid,293,1,244,29.83,70.17,Moderate
Factory,178.83,69.28,0.74,27.47,Silk,173,0,83.32,Staggered,241,2,401,21.64,78.36,Moderate
Tailor,4.45,59.51,1.96,18.21,Cotton,258,3,73.46,Rotated,2,3,4,33.88,66.12,Poor
Factory,475.47,47.7,0.87,21.39,Silk,275,1,93.8,Grid,546,2,1024,13.72,86.28,Good
Factory,298.43,67.08,1.78,13.23,Denim,285,3,74.38,Rotated,167,5,621,31.15,68.85,Poor
Factory,79.17,37.11,1.37,19.18,Silk,161,2,94.32,Rotated,57,1,53,15.02,84.98,Good
Factory,442.44,68.72,0.87,24.44,Cotton,101,0,87.05,Staggered,508,2,884,18.79,81.21,Good
Factory,81.66,51.02,0.89,24.32,Cotton,283,9,86.18,Rotated,91,2,156,24.81,75.19,Moderate
Tailor,3.64,50.34,1.73,25.38,Denim,202,8,85.73,Staggered,2,1,1,31.07,68.93,Poor
Tailor,8.62,63.29,1.37,25.83,Polyester,193,6,86.41,Grid,6,2,10,23.76,76.24,Moderate
Tailor,3.38,47.88,1.54,19.16,Silk,292,3,88.92,Staggered,2,2,3,22.17,77.83,Moderate
Factory,364.8,56.46,1.39,25.23,Polyester,233,4,70.65,Staggered,262,2,370,35.13,64.87,Poor
Factory,475.16,41.7,1.45,19.51,Silk,272,4,73.86,Rotated,327,2,483,32.86,67.14,Poor
Factory,165.79,44.21,1.78,21.66,Polyester,249,0,76.49,Rotated,93,2,142,24.58,75.42,Moderate
Factory,264.64,68.4,1.96,22.88,Denim,233,5,79.45,Staggered,135,2,214,30.53,69.47,Poor
Factory,128.92,68.3,0.52,28.94,Denim,157,4,75.16,Grid,247,2,371,30.55,69.45,Poor
Tailor,6.85,48.83,1.19,28.25,Cotton,291,8,92.45,Rotated,5,1,4,20.51,79.49,Moderate
Factory,331.88,70.27,1.26,15.43,Cotton,114,7,84.17,Grid,263,4,885,24.57,75.43,Moderate
Tailor,7.21,59.43,0.87,23.79,Silk,145,0,94.48,Staggered,8,2,15,9.68,90.32,Excellent
Tailor,7.6,69.03,1.86,12.65,Denim,115,3,75.69,Rotated,4,5,15,31.13,68.87,Poor
Tailor,5.83,64.13,0.98,22.68,Polyester,222,1,81.05,Staggered,5,2,8,24.38,75.62,Moderate
Tailor,6.38,46.8,0.51,18.6,Cotton,284,7,89.43,Grid,12,2,21,19.64,80.36,Good
Factory,496.51,45.06,1.11,15.41,Polyester,184,8,82.08,Staggered,447,2,733,28.79,71.21,Moderate
Tailor,4.07,60.4,1.25,22.52,Cotton,293,2,82.19,Staggered,3,2,4,29.27,70.73,Moderate
Factory,123.41,38.36,1.15,16.09,Silk,187,10,87.17,Grid,107,2,186,24.1,75.9,Moderate
Tailor,2.92,54.06,0.98,20.61,Cotton,275,4,93.19,Grid,2,2,3,19.26,80.74,Good
Tailor,2.73,50.26,0.76,13.16,Polyester,183,8,94.53,Rotated,3,3,8,19.14,80.86,Good
Factory,152.93,45.46,1.9,26.69,Denim,137,4,78.34,Staggered,80,1,62,31.28,68.72,Poor
Factory,241.38,50.17,1.13,25.24,Silk,114,6,78.84,Grid,213,1,167,35.42,64.58,Poor
Tailor,8.37,43.28,1.49,15.12,Denim,106,5,80.69,Staggered,5,2,8,29.87,70.13,Moderate
Tailor,8.18,58.23,1.16,15.48,Cotton,162,2,78.14,Staggered,7,3,16,28.21,71.79,Moderate
Tailor,8.03,50.04,1.94,24.13,Polyester,171,9,84.65,Grid,4,2,6,21.05,78.95,Moderate
Factory,292.05,51.77,0.93,19.44,Cotton,183,6,90.61,Grid,314,2,569,20.1,79.9,Moderate
Tailor,4.94,47.8,1.32,23.21,Denim,276,0,73.51,Grid,3,2,4,37.35,62.65,Poor
Factory,480.74,49.0,1.66,24.95,Polyester,147,5,81.71,Staggered,289,1,236,27.06,72.94,Moderate
Factory,164.91,62.92,0.53,12.38,Silk,209,6,90.15,Grid,311,5,1401,16.93,83.07,Good
Factory,57.29,51.74,0.55,20.08,Denim,237,7,77.07,Staggered,104,2,160,33.53,66.47,Poor
Tailor,9.77,64.1,1.3,25.97,Cotton,246,7,85.25,Grid,7,2,11,25.92,74.08,Moderate
Factory,417.99,52.77,1.83,29.89,Polyester,266,5,71.83,Rotated,228,1,163,37.46,62.54,Poor
Factory,450.23,50.45,0.94,22.47,Silk,104,0,75.63,Staggered,478,2,723,28.3,71.7,Moderate
Factory,289.56,59.53,0.8,26.43,Denim,283,9,73.82,Grid,361,2,532,35.13,64.87,Poor
Tailor,5.8,70.0,0.56,12.55,Denim,117,5,91.76,Grid,10,5,45,16.49,83.51,Good
Tailor,4.82,45.76,1.9,14.34,Denim,106,2,91.94,Staggered,2,3,5,18.24,81.76,Good
Tailor,5.0,62.78,1.61,17.61,Silk,212,6,74.97,Staggered,3,3,6,32.65,67.35,Poor
Tailor,5.56,56.82,1.27,13.26,Polyester,130,7,88.52,Staggered,4,4,14,19.79,80.21,Good
Tailor,2.89,39.27,1.26,19.56,Cotton,216,0,70.18,Staggered,2,2,2,32.91,67.09,Poor
Factory,212.18,47.16,0.6,28.92,Denim,158,1,86.26,Staggered,353,1,304,21.7,78.3,Moderate
Factory,378.33,68.3,0.57,26.95,Polyester,244,0,73.2,Grid,663,2,970,29.66,70.34,Moderate
Tailor,1.55,64.89,1.8,23.22,Denim,258,6,90.58,Staggered,0,2,0,26.09,73.91,Moderate
Tailor,7.68,65.17,0.77,27.58,Cotton,141,0,82.44,Staggered,9,2,14,20.44,79.56,Moderate
Factory,329.86,37.03,0.54,10.57,Silk,108,2,92.84,Grid,610,3,1698,12.7,87.3,Good
Tailor,2.42,36.54,1.85,11.84,Cotton,128,7,81.61,Staggered,1,3,2,31.76,68.24,Poor
Tailor,8.71,65.14,0.5,19.52,Denim,132,5,86.41,Staggered,17,3,44,20.74,79.26,Moderate
Tailor,5.3,62.95,1.78,13.93,Polyester,231,2,90.14,Grid,2,4,7,17.21,82.79,Good
Tailor,7.46,46.16,1.42,15.0,Denim,147,10,77.53,Rotated,5,3,11,32.81,67.19,Poor
Factory,391.95,40.74,1.13,23.22,Cotton,291,6,85.8,Grid,346,1,296,26.37,73.63,Moderate
Tailor,8.52,44.56,1.1,10.23,Silk,223,5,74.69,Rotated,7,4,20,33.43,66.57,Poor
Factory,329.59,55.65,0.68,15.59,Denim,186,2,76.38,Staggered,484,3,1109,27.62,72.38,Moderate
Tailor,7.01,48.33,1.28,11.26,Denim,209,10,70.64,Rotated,5,4,14,38.0,62.0,Poor
Factory,423.54,40.33,1.57,12.53,Denim,178,7,80.9,Grid,269,3,652,28.61,71.39,Moderate
Tailor,4.58,69.88,2.0,13.9,Polyester,298,0,74.97,Rotated,2,5,7,29.67,70.33,Moderate
Tailor,6.07,55.1,0.57,20.66,Polyester,277,8,74.17,Grid,10,2,14,34.72,65.28,Poor
Tailor,8.59,63.04,0.73,28.84,Silk,151,4,71.22,Staggered,11,2,15,37.74,62.26,Poor
Factory,452.19,52.85,0.7,28.76,Cotton,119,4,87.71,Rotated,645,1,565,22.66,77.34,Moderate
Tailor,1.53,50.77,0.72,26.45,Polyester,200,2,86.15,Staggered,2,1,1,24.18,75.82,Moderate
Factory,81.74,70.68,0.91,27.85,Cotton,285,9,93.61,Grid,89,2,166,15.47,84.53,Good
Factory,392.26,36.39,0.68,16.22,Cotton,297,10,84.96,Grid,576,2,978,25.29,74.71,Moderate
Tailor,5.87,57.96,0.73,27.6,Denim,169,0,79.54,Staggered,8,2,12,25.51,74.49,Moderate
Tailor,8.89,60.89,1.69,25.17,Polyester,233,1,72.21,Rotated,5,2,7,32.7,67.3,Poor
Factory,158.58,66.6,1.24,24.03,Silk,207,0,85.95,Staggered,127,2,218,21.04,78.96,Moderate
Factory,338.12,47.84,1.5,15.02,Denim,121,0,72.53,Staggered,225,3,489,31.51,68.49,Poor
Factory,349.53,39.74,1.67,24.17,Silk,255,8,91.76,Rotated,209,1,191,20.76,79.24,Moderate
Tailor,6.18,40.23,1.65,17.21,Silk,200,0,78.68,Staggered,3,2,4,27.64,72.36,Moderate
Tailor,9.46,65.27,1.44,25.55,Cotton,155,9,74.52,Rotated,6,2,8,35.84,64.16,Poor
Factory,410.85,62.25,1.77,15.07,Denim,190,3,76.92,Grid,232,4,713,28.38,71.62,Moderate
Factory,395.88,41.78,1.34,27.27,Denim,289,6,88.83,Grid,295,1,262,24.31,75.69,Moderate
Factory,208.31,55.38,1.71,29.32,Denim,178,1,92.85,Grid,121,1,112,16.66,83.34,Good
Factory,337.76,63.24,0.8,27.12,Silk,189,5,90.15,Staggered,422,2,760,18.53,81.47,Good
Factory,57.17,42.83,0.97,20.12,Denim,293,8,83.46,Staggered,58,2,96,25.87,74.13,Moderate
Tailor,1.81,57.53,1.82,18.09,Denim,137,5,83.32,Staggered,0,3,0,31.53,68.47,Poor
Factory,326.04,70.95,0.99,14.5,Cotton,162,8,73.88,Staggered,329,4,972,33.07,66.93,Poor
Tailor,3.21,44.13,1.47,14.32,Cotton,175,3,94.11,Rotated,2,3,5,10.34,89.66,Good
Tailor,4.71,66.52,1.37,22.55,Silk,291,4,87.67,Staggered,3,2,5,26.84,73.16,Moderate
Factory,214.03,69.32,0.85,20.81,Cotton,277,2,78.04,Rotated,251,3,587,26.68,73.32,Moderate
Tailor,1.87,69.03,1.98,24.17,Denim,126,9,75.7,Staggered,0,2,0,38.0,62.0,Poor
Tailor,5.19,56.67,0.58,22.38,Silk,251,6,71.62,Grid,8,2,11,35.15,64.85,Poor
Tailor,9.06,53.16,1.56,11.28,Denim,116,4,84.24,Rotated,5,4,16,25.12,74.88,Moderate
Factory,366.9,69.94,1.98,14.3,Silk,179,8,87.43,Staggered,185,4,646,21.84,78.16,Moderate
Factory,114.9,55.43,1.52,16.29,Cotton,256,0,87.8,Staggered,75,3,197,17.46,82.54,Good
Tailor,6.52,55.07,1.6,24.65,Polyester,253,2,90.89,Grid,4,2,7,13.14,86.86,Good
Tailor,3.99,39.39,1.11,24.02,Silk,204,6,87.41,Grid,3,1,2,28.44,71.56,Moderate
Factory,209.82,61.46,1.82,19.99,Polyester,166,6,75.02,Staggered,115,3,258,30.15,69.85,Poor
Factory,253.28,39.39,0.89,27.59,Cotton,242,0,87.07,Grid,284,1,247,19.49,80.51,Good
Tailor,1.04,49.85,0.54,28.1,Denim,117,2,74.71,Rotated,1,1,0,38.0,62.0,Poor
Factory,93.63,60.59,0.73,17.48,Polyester,212,2,82.68,Staggered,128,3,317,20.13,79.87,Moderate
Tailor,8.26,47.22,0.94,16.98,Polyester,251,8,74.18,Grid,8,2,11,37.67,62.33,Poor
Factory,472.02,69.43,1.32,17.78,Silk,129,10,83.86,Staggered,357,3,898,27.19,72.81,Moderate
Factory,134.75,50.55,1.04,28.33,Silk,268,9,72.47,Rotated,129,1,93,38.0,62.0,Poor
Factory,390.62,59.16,0.92,12.71,Polyester,174,10,80.66,Staggered,424,4,1367,28.12,71.88,Moderate
Factory,96.94,56.21,1.41,16.12,Denim,297,10,87.47,Rotated,68,3,178,24.25,75.75,Moderate
Tailor,3.76,57.15,1.85,20.86,Denim,289,0,83.36,Grid,2,2,3,28.76,71.24,Moderate
Factory,483.88,37.89,1.74,27.47,Polyester,230,5,87.03,Grid,278,1,241,20.92,79.08,Moderate
Tailor,9.03,61.65,0.61,14.07,Polyester,246,10,85.33,Grid,14,4,47,25.4,74.6,Moderate
Tailor,9.32,36.17,0.86,26.27,Denim,145,6,90.66,Staggered,10,1,9,20.83,79.17,Moderate
Tailor,2.28,44.86,1.5,27.64,Silk,274,9,87.75,Rotated,1,1,0,31.81,68.19,Poor
Factory,234.14,36.37,1.74,17.54,Polyester,299,7,76.34,Grid,134,2,204,32.78,67.22,Poor
Factory,108.0,60.82,0.61,12.29,Polyester,225,1,74.58,Staggered,177,4,528,30.73,69.27,Poor
Factory,178.16,46.31,1.78,15.23,Cotton,201,3,93.76,Rotated,100,3,281,7.97,92.03,Excellent
Tailor,5.22,39.94,0.84,26.66,Polyester,121,1,76.04,Rotated,6,1,4,31.89,68.11,Poor
Factory,318.65,37.48,1.9,25.34,Polyester,296,3,88.12,Grid,167,1,147,20.61,79.39,Moderate
Factory,436.77,45.03,0.76,19.24,Cotton,200,6,73.83,Staggered,574,2,847,32.88,67.12,Poor
Tailor,4.02,61.96,0.54,18.81,Polyester,254,8,77.2,Grid,7,3,16,33.76,66.24,Poor
Tailor,2.0,38.34,1.28,10.35,Polyester,285,5,79.26,Grid,1,3,2,35.94,64.06,Poor
Tailor,4.43,56.26,1.72,25.37,Cotton,157,10,70.88,Rotated,2,2,2,38.0,62.0,Poor
Factory,471.74,59.21,0.92,22.32,Silk,291,3,87.07,Rotated,512,2,891,21.96,78.04,Moderate
Factory,265.61,68.35,1.18,27.59,Polyester,136,4,85.93,Grid,225,2,386,21.48,78.52,Moderate
Factory,446.87,49.25,0.53,26.11,Polyester,110,7,80.26,Rotated,843,1,676,33.77,66.23,Poor
Tailor,8.56,48.71,1.91,18.42,Silk,217,7,81.1,Staggered,4,2,6,29.83,70.17,Moderate
Factory,109.9,55.08,0.87,24.25,Polyester,286,10,89.6,Staggered,126,2,225,21.17,78.83,Moderate
Factory,218.67,47.05,1.09,19.4,Silk,176,9,80.3,Grid,200,2,321,31.01,68.99,Poor
Tailor,6.94,69.74,1.15,28.86,Cotton,277,3,79.65,Rotated,6,2,9,28.02,71.98,Moderate
Tailor,6.77,56.7,1.7,13.01,Denim,219,3,91.7,Grid,3,4,11,15.51,84.49,Good
Tailor,7.09,64.33,0.63,10.17,Cotton,184,1,77.83,Staggered,11,6,51,25.08,74.92,Moderate
Tailor,3.77,38.38,1.43,16.31,Silk,221,5,87.59,Staggered,2,2,3,25.91,74.09,Moderate
Tailor,9.11,41.47,1.12,20.65,Silk,140,8,83.81,Staggered,8,2,13,23.69,76.31,Moderate
Tailor,9.79,59.9,0.72,18.9,Cotton,134,6,81.82,Staggered,13,3,31,24.48,75.52,Moderate
Factory,468.92,57.06,0.77,27.88,Silk,271,9,78.6,Staggered,608,2,955,32.41,67.59,Poor
Tailor,2.6,58.47,1.52,28.34,Cotton,271,3,94.04,Staggered,1,2,1,18.2,81.8,Good
Tailor,4.19,71.41,1.24,22.44,Silk,143,5,91.28,Grid,3,3,8,20.56,79.44,Moderate
Tailor,5.41,68.61,0.58,14.78,Denim,167,7,94.9,Staggered,9,4,34,13.03,86.97,Good
Factory,346.73,47.99,0.55,27.44,Cotton,288,9,70.48,Staggered,630,1,444,38.0,62.0,Poor
Factory,66.19,60.19,1.55,16.71,Silk,204,5,73.31,Staggered,42,3,92,33.4,66.6,Poor
Factory,176.74,39.0,1.17,23.44,Denim,230,1,70.58,Grid,151,1,106,38.0,62.0,Poor
Tailor,2.59,38.34,1.36,14.74,Cotton,119,0,88.08,Rotated,1,2,1,22.35,77.65,Moderate
Tailor,2.41,58.54,1.81,19.22,Denim,270,1,85.31,Grid,1,3,2,22.73,77.27,Moderate
Tailor,2.67,61.86,0.64,18.66,Polyester,153,0,87.92,Staggered,4,3,10,15.15,84.85,Good
Factory,417.9,61.5,1.24,24.13,Silk,173,10,84.8,Grid,337,2,571,26.28,73.72,Moderate
Tailor,2.58,43.12,0.72,20.84,Polyester,279,1,87.57,Grid,3,2,5,19.98,80.02,Good
Tailor,2.46,58.87,1.39,22.03,Denim,155,6,76.27,Staggered,1,2,1,38.0,62.0,Poor
Factory,176.65,41.81,0.59,19.88,Cotton,258,6,72.0,Rotated,299,2,430,35.65,64.35,Poor
Tailor,3.87,63.77,1.87,23.96,Cotton,245,4,88.18,Staggered,2,2,3,21.5,78.5,Moderate
Factory,216.7,46.81,1.23,20.92,Polyester,158,9,74.26,Rotated,176,2,261,35.4,64.6,Poor
Factory,195.97,64.67,1.92,18.06,Silk,215,2,73.55,Staggered,102,3,225,32.48,67.52,Poor
Tailor,8.09,49.73,1.81,12.99,Denim,103,6,89.78,Rotated,4,3,10,19.1,80.9,Good
Tailor,2.95,36.59,1.21,15.42,Polyester,105,7,79.81,Staggered,2,2,3,30.47,69.53,Poor
Factory,152.48,53.52,1.59,18.66,Polyester,224,10,71.49,Grid,95,2,135,38.0,62.0,Poor
Factory,323.52,41.09,1.28,19.88,Polyester,206,7,70.32,Staggered,252,2,354,34.06,65.94,Poor
Factory,357.83,51.44,0.68,12.59,Denim,187,5,90.18,Grid,526,4,1897,15.1,84.9,Good
Tailor,1.16,49.32,0.87,28.89,Polyester,180,10,92.89,Staggered,1,1,0,25.72,74.28,Moderate
Factory,364.25,68.47,1.95,25.63,Polyester,281,9,85.23,Grid,186,2,317,28.67,71.33,Moderate
Tailor,3.82,67.71,1.08,12.97,Denim,120,8,82.27,Rotated,3,5,12,32.29,67.71,Poor
Factory,80.12,50.02,0.79,25.4,Polyester,193,0,81.84,Grid,101,1,82,26.23,73.77,Moderate
Factory,302.85,64.21,1.94,19.69,Denim,254,8,75.0,Rotated,156,3,351,33.67,66.33,Poor
Tailor,3.66,38.18,1.83,20.47,Denim,163,6,80.57,Grid,2,1,1,33.78,66.22,Poor
Factory,61.38,59.46,1.64,11.57,Silk,298,2,81.17,Staggered,37,5,150,25.39,74.61,Moderate
Factory,98.49,45.85,0.91,24.13,Silk,172,2,84.66,Staggered,108,1,91,24.84,75.16,Moderate
Factory,298.66,49.28,0.97,24.41,Cotton,260,6,86.16,Staggered,307,2,529,19.43,80.57,Good
Tailor,6.79,47.66,1.63,10.79,Cotton,285,2,82.42,Grid,4,4,13,22.19,77.81,Moderate
Tailor,9.46,44.46,1.63,29.45,Denim,120,6,78.59,Grid,5,1,3,32.28,67.72,Poor
Factory,338.82,50.26,0.73,26.46,Polyester,214,2,72.88,Staggered,464,1,338,34.03,65.97,Poor
Tailor,1.47,66.34,0.84,10.85,Polyester,294,3,93.75,Grid,1,6,5,16.58,83.42,Good
Factory,58.67,63.56,1.24,23.39,Silk,240,1,71.0,Rotated,47,2,66,34.82,65.18,Poor
Factory,53.22,61.27,1.37,17.36,Polyester,201,3,73.81,Grid,38,3,84,31.86,68.14,Poor
Factory,169.54,49.47,1.08,26.7,Denim,185,3,78.18,Staggered,156,1,121,30.34,69.66,Poor
Factory,62.97,57.72,1.48,20.24,Silk,152,2,72.82,Staggered,42,2,61,35.59,64.41,Poor
Tailor,2.8,56.53,1.62,26.66,Polyester,251,4,79.02,Grid,1,2,1,34.78,65.22,Poor
Factory,147.56,36.86,0.52,26.59,Denim,152,7,93.67,Staggered,283,1,265,17.49,82.51,Good
Factory,320.82,41.95,1.24,21.22,Denim,270,3,71.94,Grid,258,1,185,38.0,62.0,Poor
Tailor,8.71,70.08,1.9,16.07,Silk,286,9,94.03,Grid,4,4,15,15.1,84.9,Good
Tailor,9.74,62.71,1.06,15.6,Cotton,176,0,92.46,Staggered,9,4,33,10.3,89.7,Good
Tailor,2.08,58.92,1.93,25.86,Silk,144,0,72.81,Rotated,1,2,1,33.74,66.26,Poor
Factory,171.53,61.3,1.22,24.63,Polyester,155,1,79.94,Staggered,140,2,223,23.97,76.03,Moderate
Factory,235.59,71.02,1.37,10.88,Cotton,297,4,87.75,Rotated,171,6,900,19.02,80.98,Good
Tailor,7.04,70.67,0.78,23.79,Cotton,266,0,91.84,Staggered,9,2,16,13.59,86.41,Good
Tailor,7.44,62.73,0.93,11.77,Denim,216,7,83.61,Staggered,8,5,33,23.75,76.25,Moderate
Tailor,3.89,59.02,1.11,21.6,Denim,219,5,89.18,Grid,3,2,5,23.28,76.72,Moderate
Factory,354.07,50.68,1.94,11.73,Denim,135,5,93.12,Rotated,182,4,677,12.32,87.68,Good
Tailor,9.01,48.36,1.88,29.65,Polyester,253,5,83.51,Rotated,4,1,3,27.08,72.92,Moderate
Tailor,9.8,64.52,1.74,17.93,Silk,128,8,83.6,Rotated,5,3,12,23.22,76.78,Moderate
Tailor,7.66,60.62,1.68,19.78,Denim,287,5,83.71,Staggered,4,3,10,25.28,74.72,Moderate
Tailor,6.19,62.99,1.53,29.76,Polyester,263,10,81.34,Rotated,4,2,6,27.74,72.26,Moderate
Tailor,9.04,70.89,1.7,19.9,Cotton,277,4,76.05,Staggered,5,3,11,31.05,68.95,Poor
Tailor,9.56,42.88,0.52,15.92,Polyester,147,10,71.78,Staggered,18,2,25,38.0,62.0,Poor
Factory,347.71,36.38,1.4,16.86,Denim,153,4,80.71,Rotated,248,2,400,26.64,73.36,Moderate
Tailor,7.11,71.17,1.25,17.03,Denim,279,7,91.53,Staggered,5,4,18,18.81,81.19,Good
Factory,359.87,58.33,1.03,29.43,Silk,106,6,70.97,Staggered,349,1,247,38.0,62.0,Poor
Factory,294.68,38.99,1.59,24.31,Cotton,216,6,88.73,Grid,185,1,164,21.8,78.2,Moderate
Factory,189.42,63.98,1.78,14.33,Silk,124,0,87.1,Rotated,106,4,369,17.56,82.44,Good
Factory,81.09,42.52,0.91,21.3,Cotton,164,9,72.94,Rotated,89,1,64,38.0,62.0,Poor
Factory,434.1,37.43,1.4,18.53,Polyester,119,3,82.05,Grid,310,2,508,22.11,77.89,Moderate
Tailor,7.95,37.58,0.77,16.8,Silk,158,7,90.21,Grid,10,2,18,16.44,83.56,Good
Tailor,4.94,49.2,1.55,10.41,Denim,262,8,72.66,Staggered,3,4,8,37.95,62.05,Poor
Factory,80.12,39.14,1.82,23.29,Silk,202,8,92.98,Grid,44,1,40,16.74,83.26,Good
Tailor,6.98,52.06,1.99,17.47,Denim,222,1,94.27,Rotated,3,2,5,15.02,84.98,Good
Tailor,3.09,41.31,0.7,24.03,Cotton,195,0,82.75,Grid,4,1,3,26.62,73.38,Moderate
Tailor,3.73,65.21,0.98,14.87,Silk,154,3,86.6,Staggered,3,4,10,22.27,77.73,Moderate
Factory,298.86,58.57,1.79,11.42,Polyester,230,2,91.53,Grid,166,5,759,12.56,87.44,Good
Tailor,6.1,44.89,1.63,26.8,Denim,157,4,80.16,Staggered,3,1,2,30.81,69.19,Poor
Factory,62.45,60.18,1.9,17.82,Polyester,291,2,81.98,Rotated,32,3,78,22.98,77.02,Moderate
Tailor,3.17,54.77,1.25,11.5,Cotton,206,1,84.04,Rotated,2,4,6,25.22,74.78,Moderate
Tailor,4.33,50.16,1.2,26.14,Denim,177,8,85.13,Staggered,3,1,2,31.23,68.77,Poor
Factory,223.74,67.36,1.53,23.9,Polyester,220,5,72.27,Staggered,146,2,211,36.61,63.39,Poor
Tailor,3.26,45.66,0.91,15.78,Polyester,180,5,92.68,Rotated,3,2,5,18.15,81.85,Good
Tailor,8.43,54.64,1.12,15.28,Silk,271,10,74.71,Rotated,7,3,15,38.0,62.0,Poor
Factory,135.48,60.7,1.57,21.06,Polyester,218,9,83.0,Grid,86,2,142,28.29,71.71,Moderate
Tailor,2.85,64.44,1.75,13.66,Silk,195,3,79.79,Rotated,1,4,3,32.85,67.15,Poor
Factory,115.85,57.82,0.88,29.33,Silk,100,1,74.72,Staggered,131,1,97,35.27,64.73,Poor
Factory,280.0,51.14,0.9,29.63,Silk,252,1,81.91,Staggered,311,1,254,26.67,73.33,Moderate
Tailor,4.25,64.85,0.58,26.94,Denim,127,8,83.38,Grid,7,2,11,30.79,69.21,Poor
Factory,142.2,68.09,1.35,10.2,Denim,259,4,77.1,Grid,105,6,485,29.81,70.19,Moderate
Factory,467.53,48.73,0.85,10.46,Denim,295,3,74.3,Staggered,550,4,1634,32.51,67.49,Poor
Tailor,1.82,62.66,1.97,15.39,Silk,131,1,76.15,Staggered,0,4,0,37.33,62.67,Poor
Tailor,9.03,69.03,0.92,10.06,Denim,211,9,91.52,Staggered,9,6,49,18.89,81.11,Good
Tailor,4.68,51.99,0.73,27.76,Silk,105,8,89.13,Grid,6,1,5,30.85,69.15,Poor
Factory,194.94,53.97,1.42,26.76,Polyester,195,2,87.59,Rotated,137,2,239,14.55,85.45,Good
Tailor,8.09,43.46,0.97,18.1,Polyester,283,4,92.46,Staggered,8,2,14,13.16,86.84,Good
Tailor,7.18,56.28,1.47,11.29,Cotton,199,9,78.63,Staggered,4,4,12,30.88,69.12,Poor
Factory,459.13,39.22,0.88,14.57,Denim,166,7,73.95,Grid,521,2,770,38.0,62.0,Poor
Tailor,8.61,71.25,1.05,25.21,Cotton,281,2,72.31,Rotated,8,2,11,33.44,66.56,Poor
Factory,253.9,46.55,1.79,15.57,Polyester,158,6,77.79,Rotated,141,2,219,32.36,67.64,Poor
Tailor,6.15,64.19,1.81,27.34,Polyester,173,8,81.76,Staggered,3,2,4,29.63,70.37,Moderate
